LOCID,LOC_with_putative_gene_name
LOC121416005,LOC121416005:Ptdss1
LOC121416026,LOC121416026:none
LOC121416032,LOC121416032:none
LOC121416042,LOC121416042:Dlat
LOC121416053,LOC121416053:Slco4a1-3
LOC121416069,LOC121416069:Hypp-506
LOC121416084,LOC121416084:Adi1
LOC121416127,LOC121416127:Abhd3
LOC121416139,LOC121416139:Hypp-1698
LOC121416153,LOC121416153:Sulf1
LOC121416165,LOC121416165:none
ribo-LOC121416174,ribo-LOC121416174:Rpl7-1
LOC121416183,LOC121416183:14-3-3-1
LOC121416190,LOC121416190:Ddx10
LOC121416210,LOC121416210:Mrto
LOC121416236,LOC121416236:Fam8a1
LOC121416249,LOC121416249:Hypp-2640
LOC121416268,LOC121416268:Ttc39c
LOC121416274,LOC121416274:St8sia2-1
LOC121416282,LOC121416282:Smo
LOC121416299,LOC121416299:Hypp-2193
LOC121416310,LOC121416310:Tm9sf1
LOC121416317,LOC121416317:Rnpc1L-1
LOC121416342,LOC121416342:Abcd4
LOC121416350,LOC121416350:NA
LOC121416370,LOC121416370:Rfc1
LOC121416386,LOC121416386:Slc16a5
LOC121416403,LOC121416403:TbceL
LOC121416419,LOC121416419:none
LOC121416435,LOC121416435:Slc18b1L
LOC121416454,LOC121416454:Nphp3
LOC121416464,LOC121416464:Cyp2L58
LOC121430987,LOC121430987:none
LOC121416475,LOC121416475:Cyp2L58
LOC121416499,LOC121416499:Scrib
LOC121416629,LOC121416629:Slc17a5
LOC121416641,LOC121416641:Phf20L
LOC121416651,LOC121416651:NA
LOC121416677,LOC121416677:Phf3
LOC121416696,LOC121416696:Rad21
LOC121416715,LOC121416715:none
LOC121416726,LOC121416726:Pycr1
LOC121430996,LOC121430996:Cara14LA
LOC121416744,LOC121416744:Cappuccino
LOC121416754,LOC121416754:RalA
LOC121416773,LOC121416773:none
LOC121416791,LOC121416791:Mterfd1
LOC121416796,LOC121416796:Hypp-379
LOC121416813,LOC121416813:Mcart1
LOC121416819,LOC121416819:Hypp-2740
LOC121416829,LOC121416829:Hypp-1122
LOC121416843,LOC121416843:Hypp-1122
LOC121416854,LOC121416854:Hypp-1123
LOC121416872,LOC121416872:Hypp-1123
LOC121416864,LOC121416864:Eif2Bd
LOC121416886,LOC121416886:Ak2-1
LOC121416923,LOC121416923:Profilin
LOC121416953,LOC121416953:Hypp-2938
LOC121416932,LOC121416932:none
LOC121416961,LOC121416961:EhH4-79
LOC121416969,LOC121416969:Wbscr16L
LOC121416977,LOC121416977:Enpp3
LOC121417005,LOC121417005:Hypp-3095
LOC121417021,LOC121417021:Rims2
LOC121417056,LOC121417056:Rims-1
LOC121417079,LOC121417079:Gtsf1
LOC121417089,LOC121417089:Zbtb8os
LOC121417096,LOC121417096:Clk2
LOC121417103,LOC121417103:none
LOC121417110,LOC121417110:Pigs2
LOC121417119,LOC121417119:Osbpl1a
LOC121417172,LOC121417172:Nuc205
LOC121417180,LOC121417180:none
LOC121406477,LOC121406477:none
LOC121431055,LOC121431055:TlrL-10
LOC121417186,LOC121417186:Vps13hb
LOC121417192,LOC121417192:Aig1
LOC121417199,LOC121417199:Ythdf8
LOC121417216,LOC121417216:Scdr9
LOC121417224,LOC121417224:Pum
LOC121417246,LOC121417246:Mcm3
LOC121417255,LOC121417255:Taf5L
LOC121417267,LOC121417267:Slc20a2
LOC121417275,LOC121417275:Tceb3
LOC121417292,LOC121417292:C2orf43L
LOC121417284,LOC121417284:Uqcc
LOC121417311,LOC121417311:Rio3
LOC121417320,LOC121417320:Khk
LOC121417336,LOC121417336:Mmp18/19L4
LOC121417354,LOC121417354:Krit1
LOC121417361,LOC121417361:none
LOC121417381,LOC121417381:none
LOC121417389,LOC121417389:Cwc25L1
LOC121417398,LOC121417398:Gorasp2l
LOC121417407,LOC121417407:Mekk2/3
LOC121417429,LOC121417429:Arp3ph
LOC121417436,LOC121417436:Pa2g4L
LOC121417447,LOC121417447:Sgce
LOC121417463,LOC121417463:Nbn1
LOC121417485,LOC121417485:Nbn1
LOC121417547,LOC121417547:Dnajhc10
LOC121417557,LOC121417557:Hypp-380
LOC121417596,LOC121417596:Zc3h15
LOC121417604,LOC121417604:B3galt1-3
LOC446202,LOC446202:Ctnnb
LOC121417637,LOC121417637:Oatflp
LOC121417666,LOC121417666:Nedd8
LOC121417646,LOC121417646
LOC121417675,LOC121417675:Pip5k3-L2
LOC121417704,LOC121417704:Sp2
LOC121417713,LOC121417713:Serrp9
LOC121417735,LOC121417735:Eif1
LOC121417745,LOC121417745:Larp4L
LOC121417783,LOC121417783:Hypp-2798
LOC121417793,LOC121417793:Prim2L
LOC121417847,LOC121417847:Lrrd1L-1
LOC121431095,LOC121431095:Usp37L
LOC121417869,LOC121417869
LOC121417892,LOC121417892:Oach-3
LOC121417901,LOC121417901:Armc4-2
LOC121417909,LOC121417909:Gclc
LOC121417918,LOC121417918:Rdh10-1
LOC121417934,LOC121417934:Dhyg-4
LOC121417972,LOC121417972:Sdha
LOC121417981,LOC121417981:NA
LOC121417999,LOC121417999:none
LOC121418018,LOC121418018:Ndufv1
LOC121418040,LOC121418040:Ggt1-7
LOC121418029,LOC121418029:Ubtf
LOC121431135,LOC121431135:Asph
LOC121418065,LOC121418065:Sf1
LOC121418087,LOC121418087:Tsen2
LOC121418103,LOC121418103:RagC
LOC121418119,LOC121418119:Ptpl
LOC121418130,LOC121418130:Slc12a8
LOC121418152,LOC121418152:Stt3hb
LOC121418162,LOC121418162:Mftc
ribo-LOC121418186,ribo-LOC121418186:Rpl30
LOC121418172,LOC121418172:Wdr35
LOC121418196,LOC121418196:Ext1
LOC121418205,LOC121418205:Aof1
LOC121431144,LOC121431144:Sdc
LOC121418221,LOC121418221:Mst
LOC121418238,LOC121418238:Lactb2
LOC121418259,LOC121418259:Abt1
LOC121418281,LOC121418281:Abhd13
LOC121418305,LOC121418305:none
LOC121418315,LOC121418315:Mprot1L
LOC121431201,LOC121431201:NA
LOC121418372,LOC121418372:Ccny
LOC121418442,LOC121418442:Nbc
LOC121418448,LOC121418448:Slc4a10
LOC121431242,LOC121431242
LOC121418485,LOC121418485:Got2
LOC121418509,LOC121418509:none
LOC121418495,LOC121418495:Pdia6
LOC121418520,LOC121418520:none
LOC121406488,LOC121406488:none
LOC121418529,LOC121418529:Oach
LOC121418553,LOC121418553:Slc50a1L2
LOC121418562,LOC121418562:Pdcl3
LOC121418579,LOC121418579:CskaI
LOC121418584,LOC121418584:Tubgcp6L
LOC121418606,LOC121418606:Echs1
LOC121418636,LOC121418636:Kcnq5L
LOC121418653,LOC121418653:Gpr51-1
LOC121418684,LOC121418684:Arhgap28-1
LOC121418697,LOC121418697:Arhgap28
LOC121418702,LOC121418702:Txndc5
LOC121418706,LOC121418706:Kiaa0319L
LOC121418713,LOC121418713:Hypp-2592
LOC121418720,LOC121418720:none
LOC121418757,LOC121418757:TerfaL
LOC121418775,LOC121418775:Vps11
LOC121418782,LOC121418782:Hypp-1268
LOC121418787,LOC121418787:Hypp-9809
LOC121418817,LOC121418817:Slc35f4
LOC121431350,LOC121431350:Rab32
LOC121418870,LOC121418870:Slco4a1-12
LOC121418879,LOC121418879:Ago
LOC121431379,LOC121431379
LOC121418920,LOC121418920:NA
ribo-LOC121418925,ribo-LOC121418925:Rpl19
LOC121418932,LOC121418932:Ago1
LOC121418956,LOC121418956:Cenpo
LOC121418974,LOC121418974:Ttc35
LOC121418980,LOC121418980:Ia/Ic28
LOC121418990,LOC121418990:Pabpc1
LOC121419002,LOC121419002:Msh6
LOC121419013,LOC121419013:none
ribo-LOC121419034,ribo-LOC121419034:Nmd3
LOC121419043,LOC121419043:TspO
LOC121419052,LOC121419052:Ttrap
LOC121419069,LOC121419069:HH3cid
LOC121419076,LOC121419076:Uspl1L
LOC121419098,LOC121419098:Dyrk4-1
LOC121419130,LOC121419130:Ncoa
LOC121419160,LOC121419160:Efhc1
LOC121419169,LOC121419169:Slco4a1-10
LOC121419178,LOC121419178:Hypp-362
LOC121419210,LOC121419210:Cyp46L2
LOC121419220,LOC121419220:Cyp46L2
LOC121431397,LOC121431397:NA
LOC121431407,LOC121431407:NA
LOC121419251,LOC121419251:Rdh10-1
LOC121419260,LOC121419260:Dhyg-4
LOC121419291,LOC121419291:Sdha
LOC121419297,LOC121419297:NA
LOC121419310,LOC121419310:none
LOC121419324,LOC121419324:Ndufv1
LOC121419339,LOC121419339:Ggt1-7
LOC121419332,LOC121419332:Ubtf
LOC121419359,LOC121419359:Asph
LOC121419377,LOC121419377:Sf1
LOC121419390,LOC121419390:Tsen2
LOC121419399,LOC121419399:none
LOC121419439,LOC121419439:RagC
LOC121419452,LOC121419452:Ptpl
LOC121419476,LOC121419476:Slc12a8
LOC121419510,LOC121419510:Stt3hb
ribo-LOC121419549,ribo-LOC121419549:Rpl30
LOC121419532,LOC121419532:Wdr35
LOC121419556,LOC121419556:Ext1
LOC121419612,LOC121419612:Aof1
LOC121419639,LOC121419639:Sdc
LOC121419649,LOC121419649:Mst
LOC121419671,LOC121419671:Lactb2
LOC121419686,LOC121419686:Gatae
LOC121419708,LOC121419708:Abt1
LOC121419736,LOC121419736:Abhd13
LOC121419760,LOC121419760:none
LOC121419769,LOC121419769:Mprot1L
LOC121419845,LOC121419845:Ccny
LOC121419855,LOC121419855:Z224
LOC121419934,LOC121419934:Nbc
LOC121420025,LOC121420025:Slc4a10
LOC121406501,LOC121406501
LOC121420067,LOC121420067:Got2
LOC121431618,LOC121431618:none
LOC121420082,LOC121420082:Pdia6
LOC121420097,LOC121420097:none
LOC121406502,LOC121406502:none
LOC121420107,LOC121420107:Oach
LOC121420142,LOC121420142:Slc50a1L2
LOC121420163,LOC121420163:Pdcl3
LOC121420185,LOC121420185:CskaI
LOC121431639,LOC121431639:Tubgcp6L
LOC121406506,LOC121406506:AakfL
LOC121420203,LOC121420203:Echs1
LOC121420214,LOC121420214:Kcnq5L
LOC121420230,LOC121420230:Gpr51-1
LOC121420256,LOC121420256:Arhgap28
LOC121420267,LOC121420267:Txndc5
LOC121420277,LOC121420277:Kiaa0319L
LOC121420287,LOC121420287:Hypp-2592
LOC121420298,LOC121420298:none
LOC121420315,LOC121420315:Atp6v1h
LOC121420358,LOC121420358:Vps11
LOC121420368,LOC121420368:Hypp-1268
LOC121420377,LOC121420377:Hypp-9809
LOC121420409,LOC121420409:Slc35f4
LOC121420446,LOC121420446:Rab32
LOC121420454,LOC121420454:Slco4a1-12
LOC121420492,LOC121420492:Ago1
LOC121420503,LOC121420503:NA
ribo-LOC121420512,ribo-LOC121420512:Rpl19
LOC121420522,LOC121420522:Ago1
LOC121420534,LOC121420534:Cenpo
LOC121420553,LOC121420553:Ttc35
LOC121420563,LOC121420563:Ia/Ic28
LOC121420574,LOC121420574:Pabpc1
LOC121420601,LOC121420601:Msh6
LOC121420609,LOC121420609:none
ribo-LOC121420632,ribo-LOC121420632:Nmd3
LOC121420652,LOC121420652:TspO
LOC121420660,LOC121420660:HH3cid
LOC121420670,LOC121420670:Uspl1L
LOC121420703,LOC121420703:Dyrk4-1
LOC121420727,LOC121420727:Ncoa
LOC121420784,LOC121420784:Efhc1
LOC121420804,LOC121420804:GrprL
LOC121420816,LOC121420816:Slco4a1-10
LOC121420851,LOC121420851:Cyp46L2
LOC121420862,LOC121420862:Cyp46L2
LOC121420890,LOC121420890:NA
LOC121420922,LOC121420922:NA
LOC121420955,LOC121420955:Xrcc5l1
LOC121431669,LOC121431669:Bmp5-8
LOC121420966,LOC121420966:Etub2
LOC121420994,LOC121420994:none
LOC121421000,LOC121421000:Hypp-2090
LOC121421007,LOC121421007:Atpif1L
LOC121421016,LOC121421016:Dcdc2
LOC121421043,LOC121421043:Slc2a8
LOC121421063,LOC121421063:Arf1l1
LOC121431693,LOC121431693:Arf1
LOC121406521,LOC121406521:Hypp-2090
LOC121421083,LOC121421083:Fre1L
LOC121421093,LOC121421093:Phtf2L
LOC121421109,LOC121421109:Ddx54
LOC121421119,LOC121421119:Dennd3
LOC121421131,LOC121421131:none
LOC121421150,LOC121421150:Ebr1-5
LOC121421167,LOC121421167:Snrnp25
LOC121421190,LOC121421190:Klhl17
LOC121421218,LOC121421218:Hypp-3096
LOC121421233,LOC121421233:Hypp-1814
LOC121431712,LOC121431712:MucD
LOC121421257,LOC121421257:NA
LOC121421282,LOC121421282:Casd1
LOC121421298,LOC121421298:Ubr5-2
LOC121421311,LOC121421311:Unc45h
LOC121421319,LOC121421319:Ddx58-4
LOC121421336,LOC121421336:none
ribo-LOC121421356,ribo-LOC121421356:Mrps14
LOC121431722,LOC121431722:none
LOC121421384,LOC121421384:Gpd2
LOC121421406,LOC121421406:Sec61b-1
LOC121406525,LOC121406525:NA
LOC121421417,LOC121421417:Kif9L2
LOC121421429,LOC121421429:Obfc2a
LOC121421439,LOC121421439:Dic1
LOC121421484,LOC121421484:Hypp-2681
LOC121406526,LOC121406526:Jmjd4l
LOC121421509,LOC121421509:none
LOC121431742,LOC121431742:Hypp-42
LOC121421541,LOC121421541
LOC121431751,LOC121431751:Hypp-3112
LOC121406527,LOC121406527:Cyp17L2
LOC121421556,LOC121421556:Nphp3
LOC121421571,LOC121421571:Fam119a
LOC121421590,LOC121421590:Hypp-653
LOC121421607,LOC121421607
LOC121421616,LOC121421616:Trb
LOC121421625,LOC121421625:Rab20-1
LOC121421633,LOC121421633:Hypp-2379
LOC121421650,LOC121421650:Snx19
LOC121421675,LOC121421675:C1orf173L
LOC121421696,LOC121421696:Cpa2L-4
ribo-LOC121406528,ribo-LOC121406528:NA
LOC121421708,LOC121421708:Hypp-936
LOC121421731,LOC121421731:Nt5c3
LOC121421738,LOC121421738:Hypp-1835
LOC121431761,LOC121431761:Dlgap5
LOC121421744,LOC121421744:Dlgap5
LOC121421752,LOC121421752:Bbs9
LOC121421768,LOC121421768:Z359-1
LOC121421777,LOC121421777:Ergic3
LOC121421804,LOC121421804:LrpL-3
LOC121421813,LOC121421813:Ankib1-1
LOC121421844,LOC121421844:Vwde
LOC121421867,LOC121421867:Cdc6
LOC121421876,LOC121421876:Cwc22
LOC121421886,LOC121421886:NA
LOC121421934,LOC121421934:Svlnph
LOC121421964,LOC121421964:Hypp-2025
LOC121421982,LOC121421982:NA
LOC121421990,LOC121421990:Slco4a1-2
LOC121422001,LOC121422001:Tbr
LOC121422008,LOC121422008:Cand1-1
ribo-LOC121422018,ribo-LOC121422018:Cask-1
LOC121422026,LOC121422026:Slc22a18
LOC121422066,LOC121422066:none
LOC121406533,LOC121406533:St8sia2-4
LOC121422135,LOC121422135:Irs
LOC121422193,LOC121422193:SlamfL
LOC121422201,LOC121422201:NA
ribo-LOC121422207,ribo-LOC121422207:Rps8
LOC121422241,LOC121422241:none
LOC121422216,LOC121422216:Polr1e
LOC121422267,LOC121422267:Cts2
LOC121422276,LOC121422276:TlrL-10
LOC121422303,LOC121422303:TlrL-11
LOC121422319,LOC121422319:Serinc1
LOC121422336,LOC121422336:none
LOC121422357,LOC121422357:C6orf192L
LOC121422369,LOC121422369
LOC121422381,LOC121422381:Adam17L1
LOC121422391,LOC121422391:none
LOC121422408,LOC121422408:none
LOC121422448,LOC121422448:Dnl4
LOC121422462,LOC121422462:Phb
LOC121422470,LOC121422470:NekA
LOC121422485,LOC121422485:Fcolf-1
LOC121422494,LOC121422494:Ap4b1
LOC121422534,LOC121422534:Fzd5/8
LOC121422643,LOC121422643:C7orf30L
LOC121422661,LOC121422661:Npepps
LOC121431853,LOC121431853:Clect/Pan-5
LOC121422671,LOC121422671:Hypp-2476
LOC121422688,LOC121422688
LOC121422738,LOC121422738:TlrP16
LOC121422755,LOC121422755:Hypp-800
LOC121422765,LOC121422765:Pycr1L
LOC121422774,LOC121422774:Naprt1L
LOC121422796,LOC121422796:Ars2
LOC121422833,LOC121422833:Ncoa7l
LOC121422844,LOC121422844:Hypp-2438
LOC121422879,LOC121422879:Slco4a1-6
LOC121422899,LOC121422899:Dna2h
LOC121422933,LOC121422933:Dnajc13
LOC121422948,LOC121422948:none
LOC121422962,LOC121422962:Cspe8L4
LOC121422977,LOC121422977:AkrL-3
LOC121422982,LOC121422982:none
LOC121423005,LOC121423005:Acot2L
LOC121423022,LOC121423022:Mapkkk12/13
LOC121423042,LOC121423042:Plekha8
LOC121423054,LOC121423054:Cyp2L27
LOC121423069,LOC121423069:none
LOC121423083,LOC121423083:Piga
LOC121423105,LOC121423105:Ube1dc1
LOC121423115,LOC121423115:Hypp-92
LOC121423152,LOC121423152:Ica1
LOC121423170,LOC121423170:Cd63L
LOC121406551,LOC121406551
LOC121423197,LOC121423197:Hypp-281
LOC121423207,LOC121423207:Nr1x
LOC121423221,LOC121423221:Alk1/2
LOC121423244,LOC121423244:Hypp-695
LOC121423324,LOC121423324:Fzd1/2/7
LOC121423334,LOC121423334:Pftaire
LOC121423362,LOC121423362:Hypp-1467
LOC121423370,LOC121423370:Gmppa
LOC121423404,LOC121423404:Brwd2-2
LOC121423431,LOC121423431:Aldh2
LOC121423440,LOC121423440:none
LOC121423449,LOC121423449:Rngtt
LOC121423473,LOC121423473:Hypp-1578
LOC121423493,LOC121423493:KlkB
LOC121423580,LOC121423580:Npc1
LOC121423615,LOC121423615:Arsb-5
LOC121423624,LOC121423624:Exos6
LOC121423628,LOC121423628:Wdr48
LOC121423634,LOC121423634:Isa
LOC121423654,LOC121423654:Hypp-2988
LOC121423683,LOC121423683:Ube2e
LOC121423697,LOC121423697:FlvcrL
LOC121423705,LOC121423705:Profilin
LOC121423715,LOC121423715:Dnajc7
LOC121423723,LOC121423723:Rnf41
LOC121423737,LOC121423737:Slsp-13
LOC121423742,LOC121423742:Mpp5
LOC121423769,LOC121423769:Wac
LOC121423785,LOC121423785:Klf7
LOC121423805,LOC121423805:none
LOC121423796,LOC121423796:Slc16a12-9
LOC121423812,LOC121423812:Slc17
LOC121423868,LOC121423868:Ube2g2
LOC121423875,LOC121423875:Dnah7
LOC121423918,LOC121423918:Nags
LOC121423929,LOC121423929:Hypp-1010
LOC121423946,LOC121423946:Csrnp
LOC121423956,LOC121423956:Ltmd1
LOC121423965,LOC121423965:P75ntr
LOC121406555,LOC121406555:none
LOC121423975,LOC121423975:none
LOC121423991,LOC121423991:Nbr1
LOC121424000,LOC121424000:Guk1
LOC121424009,LOC121424009:Tsfm
LOC121424029,LOC121424029:Efhb
LOC121424059,LOC121424059:Rab5l
LOC121424039,LOC121424039:Pp2d1
LOC121424074,LOC121424074:Slc35f5
LOC121424095,LOC121424095:Gosr2
LOC121424136,LOC121424136:Baxi1
LOC121424146,LOC121424146:Clca4L
LOC121424149,LOC121424149:PonL2
LOC121424159,LOC121424159:PonL2
LOC121424169,LOC121424169:Hsp40F
LOC121424228,LOC121424228:Nmral1
LOC121424237,LOC121424237:Nmral1
LOC121424245,LOC121424245:Nmral1
LOC121424250,LOC121424250:FbsL
LOC121424258,LOC121424258:none
LOC121424269,LOC121424269:Z114
LOC121424277,LOC121424277:Cps1L
LOC121424305,LOC121424305:Ugt2b31
LOC121424297,LOC121424297
LOC121424325,LOC121424325:none
LOC121431938,LOC121431938:Triol1-1
LOC121424342,LOC121424342:Triol1-1
LOC121424356,LOC121424356:Duet
LOC121424380,LOC121424380:none
LOC121424397,LOC121424397:Hypp-2603
LOC121424413,LOC121424413:Ttrspn-22
LOC121424429,LOC121424429:Slc16a6-2
LOC121424440,LOC121424440:Tyki
LOC121424455,LOC121424455:Clect/Fn3-18
LOC121424464,LOC121424464
LOC121424494,LOC121424494:Fam167a
LOC121424507,LOC121424507:Camsap1L
LOC121406565,LOC121406565:NA
LOC121424557,LOC121424557:Sdf2
LOC121424567,LOC121424567:none
LOC121424586,LOC121424586:Slc16a4
LOC121424630,LOC121424630:Sntg2
LOC121424655,LOC121424655:Tmem18
LOC121424646,LOC121424646:Hypp-2920
LOC121424666,LOC121424666:Psmd14
LOC121424673,LOC121424673:Glysh
LOC121424691,LOC121424691:Top2a-1
LOC121424708,LOC121424708:Hypp-420
LOC121424717,LOC121424717:Setd2
LOC121424725,LOC121424725:Snx17
LOC121424760,LOC121424760:St14L-3
LOC121424769,LOC121424769:Fbxo9
LOC121424784,LOC121424784:Exoc3L
LOC121424808,LOC121424808:Adrm1L
LOC121424814,LOC121424814:Hypp-1043
LOC121424825,LOC121424825
LOC121424833,LOC121424833:Apc3
LOC121424841,LOC121424841:Mpnd
LOC121424850,LOC121424850:Cops8
LOC121406573,LOC121406573:none
LOC121424856,LOC121424856:Ppar2
LOC121424862,LOC121424862:Echtcnr
LOC121424871,LOC121424871:Ccap/NpSLr
LOC121406575,LOC121406575:AplnrL
LOC121424907,LOC121424907:Pgrp1
LOC121424918,LOC121424918:MlckL
LOC121424934,LOC121424934:Mlckb
LOC121424972,LOC121424972:Unc44-350
LOC121424986,LOC121424986:Taf5
LOC121425001,LOC121425001:Lrp2L2
LOC121425007,LOC121425007:Z115
LOC121425046,LOC121425046:Lrp2L2
LOC121425073,LOC121425073:GraspL
LOC121406577,LOC121406577:Rdh11-2
LOC121432042,LOC121432042:Rdh11-2
LOC121425081,LOC121425081:AdgrL1
LOC121425099,LOC121425099:2Pde-1
LOC121425108,LOC121425108:Acad11
LOC121425135,LOC121425135:Mcrs1
LOC121425150,LOC121425150:none
LOC121425158,LOC121425158:Hypp-305
LOC121425168,LOC121425168:Serp
LOC121425188,LOC121425188:Hypp-305
LOC121425199,LOC121425199:Als2cr4L
LOC121425215,LOC121425215:Mlck1
LOC121425252,LOC121425252:Gal3st3L-4
LOC121425262,LOC121425262:Vps8h
LOC121425292,LOC121425292:RbjL1
LOC121425278,LOC121425278:Becn1
LOC121425300,LOC121425300:Med1
LOC121425307,LOC121425307:Tnc
LOC121425320,LOC121425320:Thr-1
LOC121425331,LOC121425331:Tmem41a
LOC121425340,LOC121425340:Rab3fap1
LOC121425351,LOC121425351:Chst11-10
LOC121425380,LOC121425380:Chst11-11
LOC121425397,LOC121425397:IrxB
LOC121425429,LOC121425429:Osbpl6-1
LOC121425463,LOC121425463:Extl3
LOC121425483,LOC121425483:Trappc9
LOC121432066,LOC121432066:Ccp/Hyr/Lnb/7Tm/Gpcr
LOC121425550,LOC121425550
LOC121425564,LOC121425564:Ddef1
LOC121425614,LOC121425614:Emi1
LOC121425623,LOC121425623:Psmf1
LOC121425638,LOC121425638:Ptp4a
LOC121425645,LOC121425645:Larp7
LOC121425657,LOC121425657:Ptpn23
LOC121425670,LOC121425670:Pric285-5
LOC121425682,LOC121425682:Slc15a2
LOC121425710,LOC121425710:Rar
LOC121425766,LOC121425766:Ngly1
LOC121425792,LOC121425792:Nbeal1
LOC121425818,LOC121425818:Ccdc108-2
LOC121432071,LOC121432071:Titin
LOC121432078,LOC121432078:TtnL-1
LOC121425834,LOC121425834:TtnL-1
ribo-LOC121425936,ribo-LOC121425936:none
LOC121425943,LOC121425943:Prim1
LOC121425948,LOC121425948:Reverb
LOC121425994,LOC121425994:none
LOC121425985,LOC121425985:C2orf24L
LOC121426011,LOC121426011:Wdr86
LOC121426021,LOC121426021:Sod2a
LOC121426032,LOC121426032:Nsf-1
LOC121432088,LOC121432088:CtnaL1
LOC121426057,LOC121426057:none
LOC121426065,LOC121426065:NA
LOC121426084,LOC121426084:Epdmnrp2
LOC121426100,LOC121426100:Ezh
LOC121426133,LOC121426133:none
LOC121426180,LOC121426180:Plcd
LOC121426273,LOC121426273:Ube2f
LOC121426295,LOC121426295:Cacnb
LOC121426309,LOC121426309:Hypp-1739
LOC121426326,LOC121426326:Hypp-793
LOC121426338,LOC121426338:Oad-bp58
LOC121426361,LOC121426361:Prmt2
LOC121426386,LOC121426386:Mfnl1
LOC121426410,LOC121426410:Hypp-1586
LOC121426440,LOC121426440:Trim3L-1
LOC121426449,LOC121426449:NA
LOC121426455,LOC121426455:none
LOC121426468,LOC121426468:Hypp-691
ribo-LOC121426508,ribo-LOC121426508:none
LOC121426499,LOC121426499:Fam126a
LOC121426517,LOC121426517:Ndufb3
LOC121426551,LOC121426551:Gelslnph
LOC121426593,LOC121426593:Gtpbp
LOC121426613,LOC121426613:Hypp-1926
LOC121426623,LOC121426623:Slco4a1-1
LOC121426648,LOC121426648:Exoc3-1
LOC121426671,LOC121426671:Z475
LOC121426684,LOC121426684:Vac8
LOC121426693,LOC121426693:ThegL
LOC121426705,LOC121426705:Smchd-2
LOC121426747,LOC121426747:Prss7
LOC121426795,LOC121426795:Prpf6
LOC121426805,LOC121426805:none
LOC121426822,LOC121426822:none
LOC121426856,LOC121426856:NA
LOC121426847,LOC121426847:Slfnl1
LOC121426875,LOC121426875:Pi4kb
LOC121426885,LOC121426885:Hprp8bp
LOC121426894,LOC121426894
LOC121426904,LOC121426904:Bysl
LOC121426930,LOC121426930:Chst11-5
LOC121427013,LOC121427013:Sf3B14L
LOC121426977,LOC121426977:Pfkm
LOC121427055,LOC121427055:Dgkq
LOC121427111,LOC121427111:Clta
LOC121427143,LOC121427143:none
LOC121427154,LOC121427154:Ada
LOC121427185,LOC121427185:Slc16a4L-6
LOC121427202,LOC121427202:Atp/Gtpbp1-1
LOC121427284,LOC121427284:Hnrnpk
LOC121427294,LOC121427294:Z10
LOC121432212,LOC121432212:Hypp-2997
LOC121432224,LOC121432224:Ebr1
LOC121427302,LOC121427302:Ebr1
LOC121427349,LOC121427349:Bche-5
LOC121427357,LOC121427357:Aldh8a1
LOC121427377,LOC121427377:Prep
LOC121427392,LOC121427392:Tpd52L2
LOC121427454,LOC121427454:none
LOC121427512,LOC121427512:Slco4a1
LOC121427542,LOC121427542:Slco-1
LOC121427594,LOC121427594:Ebr1
LOC121427752,LOC121427752:MucL-3
LOC121432251,LOC121432251:MucL-3
LOC121427771,LOC121427771:Mcm9
LOC121427793,LOC121427793:Hypp-269
LOC121427826,LOC121427826:Nwd1
LOC121427858,LOC121427858:Aig1
LOC121427884,LOC121427884:Tmed2
LOC121427913,LOC121427913:Hs3st5L-3
LOC121427929,LOC121427929:Tmprss6L
LOC121427936,LOC121427936:Unk-69
LOC121427980,LOC121427980:Pask-1
LOC121428006,LOC121428006:Stam
LOC121428014,LOC121428014:NA
LOC121428028,LOC121428028:Z141
LOC121428038,LOC121428038:Sdr16c5
LOC121428088,LOC121428088:Adhfe1
LOC121432279,LOC121432279:NA
LOC121428150,LOC121428150:NA
LOC121428158,LOC121428158:Uqcrb
LOC121428167,LOC121428167:Fdft1
LOC121428172,LOC121428172:Ust-3
LOC121428184,LOC121428184:none
LOC121428205,LOC121428205:Rfp19a
LOC121428221,LOC121428221:Drc1L1
ribo-LOC121428227,ribo-LOC121428227:Rpl11
LOC121428244,LOC121428244:Hypp-1823
LOC121428260,LOC121428260:none
LOC121428296,LOC121428296:Rbj
LOC121406586,LOC121406586:NA
LOC121428308,LOC121428308:Gls
LOC121428325,LOC121428325:Kynu
LOC121428366,LOC121428366:Als2-1
LOC121406587,LOC121406587:Vps25
LOC121428386,LOC121428386:Socs7
LOC121428393,LOC121428393:Hypp-1388
LOC121428402,LOC121428402:Dnajhc22
LOC121428412,LOC121428412:Hypp-1799
LOC121428442,LOC121428442
LOC121428456,LOC121428456:Stom-8
LOC121428476,LOC121428476:Stom-3
LOC121405588,LOC121405588:Aimf2l
LOC121428501,LOC121428501:Aimf2l
